label,sentence,pred_label
negative,"పాకిస్తాన్ నేరుగా భారత్ విషయాల్లో జోక్యం చేసుకోవడం, ఉగ్రవాదులను ప్రోత్సహిస్తూ శాంతి సామరస్యాలకు ఆటంకం కల్పించడం ఇటీవలి కాలంలో బాగా పెరిగిపోయింది.", negative
neutral,"అధికారంలోకి రాగానే నేతాజీ మరణం వెనుక ఉన్న రహస్యాన్ని ఛేదిస్తామంటూ సార్వత్రక ఎన్నికలకు ముందు ఈ దేశ ప్రజలకు, ముఖ్యంగా బెంగాలీలకు వాగ్దానం చేసిన బీజేపీ నేతలు, అధికారంలోకి వచ్చిన తరువాత నోరువిప్పకుండా నెట్టుకొద్దామనుకున్నారు.", negative
negative,అయితే దీనిపై కూడా విమర్శలు వస్తూనే ఉన్నాయి., negative
negative,"టీడీపీ సభ్యత్వం రెండు నెలల క్రితమే ప్రారంభించినప్పటికీ ఆ పార్టీకి ఆదరణ కరువైందని, బీజేపీ 45 రోజులుగా సభ్యత్వాన్ని చేయిస్తున్నా ఆ పార్టీలో చేరేందుకు ఎవరు ముందుకు రావడం లేదన్నారు.", negative
neutral,గతంలో విదేశీఖాతాలన్నీ అక్రమం కాదంటూనే ఆరంభించి అంతిమంగా ఎంతటి నల్లధనాన్ని వెలుగులోకి తెచ్చారో ప్రజలకు తెలుసు., negative
neutral,"స్థానిక గోదావరి తీరంలో శివరాత్రి ఏర్పాట్లను ఎమ్మెల్యే దివాకర్ రావు, మున్సిపల్ అధ్యక్షురాలు వసుంధర, అధికారులు, నాయకులు పరిశీలించారు.", negative
positive,అందుకే తెలంగాణ ప్రజలు టీఆరెస్ సభ్యత్వాన్ని ఊహకు అందని విధంగా విజయవంతం చేస్తున్నారని స్పష్టం చేశారు., negative
positive,"ఇప్పుడు దవావో డ్రగ్, ట్రాఫికింగ్ ఫ్రీ సిటీ మాత్రమే కాదు, ‘స్మోక్ ఫ్రీ’ సిటీ కూడా.", negative
negative,"11 లక్షల కోట్ల రూపాయలు ఎగవేసిన వారి పేర్లను బైటకు పొక్కనీయకుండా, తనను మాత్రమే వేధించడంలో రాజకీయ కోణం ఉన్నదని మాల్యా వాదన.", negative
neutral,జేసీ మాట్లాడుతూ జిల్లాలోని గ్యాస్ వినియోగదారులు 95 శాతం ఆధార్ సీడింగ్ పూర్తయిందని 91 శాతం బ్యాంకు సీడింగ్ పూర్తయినట్లు ఆయన స్పష్టం చేశారు., negative
neutral,కొల్లం దుర్ఘటన ఇప్పుడు కొందరినైనా తట్టిలేపినట్టుగా కనిపిస్తున్నది., negative
positive,"ప్రధాని ఇప్పటికి పదిహేను సార్లు దేశ ప్రజలతో తన మనసులో మాటను పంచుకున్నారు కనుక, ఇక, చాలించి, ‘కామ్ కీ బాత్’ చూస్తే మంచిదని కేజ్రీవాల్ సలహా.", negative
negative,అదీ కూడా కుట్ర రూపంలో!, negative
positive,తెలంగాణ ప్రజలు కుడుమిస్తే పండగ అని భావిస్తారు. నాయకుడిని నమ్ముతారు., negative
negative,అంతిమంగా ట్రంప్ తన నోటిదురుసుతనాన్ని మరింత విస్తరించాడు., negative
neutral,బస్సులోని వారంతా తమ కుటుంబాలతో తీర్థయాత్రలో ఉన్నవారే., negative
neutral,"గంగా, యమున, గోమతి, రామగంగ, గోదావరి, కృష్ణ, సువర్ణరేఖ, సబర్మతి, కావేరీ లాంటి నదుల్లో, ముఖ్యంగా పెద్దపెద్ద నగరాలు, పారిశ్రామిక కేంద్రాలు వెలిసిన చోట్ల భారలోహాలు, రసాయనాలు, సేంద్రియ పదార్థాలు, మానవ, జంతు వ్యర్థాలతో నిండి జలాలు గరళాన్ని తలపిస్తున్నాయి.", negative
negative,ఇక్కడే ఇబ్బంది ఎదురవుతుంటుంది., negative
positive,సుప్రీంకోర్టు విచారణలో మాత్రం దీనిని నేరంగా చూడనక్కరలేదన్న అభిప్రాయాన్ని ప్రకటించింది., negative
negative,కేరళ శాసనసభ ఎన్నికలు సమీపిస్తున్న నేపథ్యంలో చాందీ చుట్టూ బిగుస్తున్న అవినీతి ఉచ్చు రాష్ట్ర రాజకీయాలను మరింతగా వేడెక్కిస్తున్నాయి., negative
neutral,"జరిగినదానికి దుఃఖిస్తున్నవారికి, తమకు జరిగిన నష్టాన్ని అధిగమించడానికి కొత్తగా ఏర్పరచుకున్న కొన్ని లక్ష్యాలు, గమ్యాలు ఉన్నాయి.", negative
negative,"కానీ, 2013లో సుప్రీంకోర్టు ఢిల్లీ హైకోర్టు తీర్పును కొట్టివేస్తూ ఈ అసహజ నేరాల సెక్షన అస్తిత్వాన్ని తిరిగి నిలబెట్టింది.", negative
positive,"మండలంలోని పోల్లుగూడ, సాత్మోరి, కెస్లాపూర్, కెస్లాగూడ(జి) గ్రామాలకు మం జురైన రోడ్లు, సీసీరోడ్లు, డ్రైనేజీలు, అదనపు పాఠశాల తరగతి గదుల నిర్మాణానికి గురువారం ఎమ్మెల్యే రేఖానాయక్ భుమి పూజలు చేశారు.", negative
positive,ముఖ్యమంత్రి హరీష్ రావత్ మీద పాతకక్షలతో రగిలిపోతున్న మాజీ ముఖ్యమంత్రి విజయ్ బహుగుణకు వారం క్రితం బడ్జెట్ బలమైన ఆయుధంగా అందివచ్చింది., negative
negative,సీఆర్పీఎఫపై దాడిని ఖండిస్తూ మెహబూబా చేసిన వ్యాఖ్యలు లోయలో దుమారం రేపుతున్నాయి., negative
neutral,అధికార ప్రతిపక్షాలు తమ వంతు బాధ్యతలను సమర్ధంగా నిర్వహించే స్థాయికి వచ్చాయి., negative
negative,"కానీ, బ్యాంకులు కూడా తమను కాపాడుకోవడానికి అంతే దూకుడుగా, చిత్తశుద్ధితో వ్యవహరించలేదన్నది వాస్తవం.", negative
neutral,భారతదేశం ఇకమీదట మా ‘ప్రధాన రక్షణ భాగస్వామి’ అని అమెరికా ప్రకటించింది., negative
negative,ఈ కారణంగా క్షేత్ర స్థాయి నుంచి ఎవరికి వారుగా సమాచారాన్ని సేకరించుకోవాల్సిన పరిస్థితే ఉంటుంది., negative
negative,2015 జనవరి 7వ తేదీన ఫ్రాన్స్లోని వ్యంగ్య చిత్రాల వార పత్రిక చార్లీ హెబ్డో కార్యాలయంపై ఇస్లామిక్ స్టేట్ ఉగ్రవాదులు కాల్పులు జరిపి 12 మందిని హతమార్చారు., negative
neutral,"జమ్మూ, కాశ్మీర్ అంతర్జాతీయంగా గుర్తింపబడిన వివాదాస్పద భూభాగమని పాకిస్తాన్ వాదిస్తోంది.", negative
negative,"నిజాలకంటే కుట్రసిద్ధాంతాలు, కాల్పనిక కథలకే ఓట్లు పడతాయనుకున్నప్పుడు నేతాజీ వంటి హీరో విషయంలో మిస్టరీ కొనసాగుతూనే ఉంటుంది.", negative
negative,సెల్స్మెన్ సమయపాలన పాటించకుండా నిత్యవసర సరు కులు పంపిణీలో నిర్లక్ష్యం చేస్తున్నారని ఫిర్యాదు వచ్చిందని ఎమ్మె ల్యే రేఖానాయక్ తీవ్ర ఆగ్రహం వ్యక్తం చేసింది., negative
neutral,లండన్ అంతర్జాతీయ ఆర్థిక కేంద్రంగా ఎదగడానికీ ఇయు సభ్యత్వం ఎంతో దోహదం చేసింది., negative
negative,"అయితే ఎల్నినా ప్రస్తుతం తిరుగుముఖం పట్టినా అది మరింత బలహీన పడడానికి కొంతకాలం పడుతుందని, మానవ, ఆర్థిక నష్టాలు సంభవించే అవకాశాలు పూర్తిగా తొలగిపోయినట్లు భావించకుండా అప్రమత్తంగా ఉండాలని ప్రపంచ వాతావరణ సంస్థ హెచ్చరిస్తున్నది.", negative
negative,"ఆశ్చర్యకరంగా, ఈ కేసులు దాఖలు చేసినవారు, పరస్పరం తీవ్రవైరం ఉన్న రాజకీయపార్టీల వారు.", negative
neutral,దీనికి పరిష్కారంగా తాము కోల్పోయే ఆదాయాన్ని తమకు ఏదో ఒక రూపంలో అందివ్వాలని రాష్ట్ర ప్రభుత్వాలు డిమాండ్ చేశాయి., negative
neutral,"ఏడాది మంచిచెడులను విశ్లేషించే పంచాగశ్రవణాలు మనలను ప్రశంసలకూ, విమర్శలకూ, ఆదాయ వ్యయాలకు ముందుగానే సన్నద్ధం చేస్తుంటే, గతించిన ఉగాదిని ఎత్తిపొడుస్తూ, సుఖశాంతుల ఆగమనాన్ని ఆకాంక్షిస్తూ సాగే కవితాగోష్టులు ఈ వేడుకకు మరింత శోభనిస్తాయి.", negative
neutral,ఈ ఏడాది ఆర్థిక వృద్ధి రేటు 7.6 శాతం ఉంటుందని తేల్చి చెప్పిన సర్వే వచ్చే ఏడాది వృద్ధి రేటు కూడా 7 నుంచి 7.75 శాతం మధ్య ఉంటుందని అంచనా వేసింది., negative
neutral,"అతని అంత్యక్రియలకు వేలాది మంది రావడం ప్రభుత్వానికి, భద్రతావర్గాలకూ కూడా విస్మయం కలిగించింది.", negative
negative,"విద్యారంగంలో నియామకాలు, బదిలీలు, విద్యాసంస్థల గుర్తింపు, ఆర్థిక సహకారానికి అనుమతులు చివరికి పరీక్ష ఫలితాల్లో అవతవకలను పట్టించుకోకుండా ఉండటం ఇలా అన్నింట్లోనూ అవినీతి కనిపి స్తోంది.", negative
neutral,"ముఖ్యంగా, అమెరికా, యూరోపియన్, లాటిన్ అమెరికా దేశాలు ఈ తీర్మానాన్ని బలపరిస్తే, చైనా, రష్యా సహా అనేక ఇస్లామిక్ దేశాలు, ఆఫ్రికన్ దేశాలు వ్యతిరేకంగా ఓటుచేశాయి.", negative
positive,"తన రక్షణ అవసరాలు తీరడంతో పాటు, ఫ్రాన్సతో సుదీర్ఘకాలంగా విభిన్నరంగాల్లో కొనసాగుతున్న ఒప్పందాలు, భాగస్వామ్యాలు మరింత బలపడటానికి ఈ చర్య ఉపకరిస్తుంది.", negative
positive,ప్రపంచీకరణ నేపథ్యంలో దేశవ్యాప్తంగా ఒకే పన్ను విధించడం ప్రస్తుత కాలంలో అనివార్యం., negative
neutral,అయితే ఈ వర్గపోరు అంతర్జాతీయ స్థాయిలో వికృతంగా మారింది., negative
neutral,యుద్ధం అంటేనే అక్కడి సంపదపై కన్నేయడం., negative
positive,"రిటన్ తొలి మహిళా ప్రధాని తానే కావాలనుకొని, ఆ కీర్తి మార్గరేట్ థాచర్కు దక్కినప్పుడు చిరాకుపడిన థెరెసా మే అనూహ్య పరిణామాల నేపథ్యంలోనైనా ఆ లక్ష్యాన్ని నెరవేర్చుకున్నారు.", negative
neutral,నాలుగేళ్ల క్రితం ఢిల్లీలో జరిగిన ఇదే క్రీడోత్సవంలో భారత జట్టుది ద్వితీయస్థానం., negative
negative,ఎగవేతదారులు తమ ధనాన్ని బాహాటంగా ప్రదర్శించడం వల్ల సమాజానికి తప్పుడు సంకేతాలు పోతున్నాయని రిజర్వ్బ్యాంక్ గవర్నర్ ఈ మధ్యన తెగ బాధపడ్డారు., negative
neutral,"వీటి విచారణలో భాగంగానే, సాహిత్యం కళల వంటివి పోలీసు పెత్తనానికి వదిలిపెట్టలేమని న్యాయస్థానం స్పష్టంచేసింది.", negative
neutral,రెవెన్యూ శాఖ ద్వారానేరుణ హామీ పత్రాలు పంపిణీలో బ్యాంకర్లతోపాటు వ్యవసాయ శాఖ బాధ్యత కూడా ఉన్నా రెవెన్యు శాఖ ద్వారానే వీటిని పంపిణీ చేస్తున్నా రు., negative
neutral,అవసరమైన చోట్ల స్థానిక పోలీసుల సహాయం తీసుకుంటున్నది., negative
positive,మంజూరైన నిధులతో జిల్లాలో గోదావరి తీరం వెంట 18 చోట్ల పుష్కర ఘాట్లు నిర్మించాలని అధికారులు నిర్ణయించారు., negative
neutral,వేలాది మంది ముస్లింలు శరణార్ధుల పేరుతో టర్కీలోని వివిధ ప్రాంతాలలో తిష్టవేశారు., negative
neutral,ఆయన ఉద్దేశపూర్వకంగా ఈ వ్యాఖ్యలు చేశారో లేక ఆవేశంతో అన్నారోగానీ వాటివల్ల ఆయనకు లాభంకన్నా నష్టమే ఎక్కువ జరిగింది., negative
neutral,"రామకృష్ణాపూర్ రామాలయం ఏరియాలో పార్టీ పట్టణ స్టీరింగ్ కమిటీ కన్వీనర్, పట్టణ అధ్యక్షుడు గాండ్ల సమ్మయ్య ఆధ్వర్యంలో సభ్యత్వాలు ఇచ్చారు.", negative
neutral,"పైకి ఒకటి చెప్పడం, లోపల ఇంకోటి చేయడం ఎందుకు చేసేదే చెప్పేద్దాం అనుకున్నారో ఏమో కానీ ఇప్పుడు ప్రత్యక్ష కార్యాచరణలోకి పాకిస్తాన్ ప్రభుత్వ యంత్రాంగం మొత్తం దిగిపోయింది.", negative
neutral,"అమెరికా, ఫ్రాన్స్, జర్మనీ, జపాన్ సహా అనేక దేశాలు గట్టి మద్దతును అందించినప్పటికీ ఏకాభిప్రాయ ప్రాతిపదికనే ఎనెస్జిలో సభ్యత్వం కల్పించాలన్న నిబంధన ఉండటం వల్ల ఎలాంటి ఫలితం లేకపోయింది.", negative
negative,జనజీవనం స్తంభించిపోయింది., negative
neutral,సాక్షాత్తు కూరగాయల మార్కెట్ ఏరియాలో రైతు బజారును ఆర్డీవో ప్రారంభించారు., negative
positive,పాకిస్థాన్తో పాటు భారతదేశానికి కూడా ఈ గ్రూపులో పూర్తిస్థాయి సభ్యత్వం కల్పించే పని ఇందులో ముందుకు కదులుతుంది., negative
neutral,అయితే ఈ సంస్కృతిని తుడిచిపెట్టేయడం అంత సులభంగా సాధ్యపడదని భారతీయ జనతాపార్టీకి బాగా అర్థమైవుంటుంది., negative
negative,ప్రపంచ వ్యాప్తంగా దాదాపు అన్ని దేశాలూ ఉగ్రవాదుల చేతిలో నలిగిపోతూనే ఉన్నాయి., negative
neutral,దాంతో ‘వైరి పక్షాన్ని గెలవలేకపోతే... దాంతో కలసి పో...’ అనే ఆంగ్లో సాక్సన్ ఎత్తుగడను అమెరికా ఆశ్రయించింది., negative
neutral,అయితే వీలుకావడం లేదు., negative
positive,"అధికారులు,ప్రజాప్రతినిధులు స్పందించి మిల్లులో ఉత్పత్తి ప్రారంభమయ్యేలా చూడాలని వారు కోరారు.", negative
neutral,దిగ్విజయ్ సింగ్ లాంటి అభిమానులు జకీర్నాయక్కు కోట్ల సంఖ్యలో ఉన్నారు., negative
neutral,"ట్రక్కులో మారణాయుధాలు, పేలుడుపదార్థాలు కూడా ఉన్నాయని స్థానిక మీడియా అంటున్నది.", negative
negative,"సమీప ప్రాణహిత నదిలో స్నానానికి వెళ్తానని ఎంపీ చెప్పగా, భద్రత దృష్ట్యా చెన్నూర్ రూరల్ సీఐ అభ్యంతరం తెలిపారు.", negative
neutral,విద్యాధికారుల పనితీరు సరిగా లేకపోవడానికి కారణమదే., negative
negative,"హైకోర్టును విభజించాలని, జూనియర్ సివిల్ జడ్జీల నియామకాలను నిలిపివేయాలని డిమాండ్ చేస్తూ న్యాయవాదుల జేఏసీ పిలుపుమేరకు గురువారం విధులను బహిష్కరించి నిరసన తెలిపారు.", negative
neutral,"చట్టం ముందు ఎగవేతదారుడిగా ముద్రపడి, అంతకుముందే కేసులు ఎదుర్కొంటున్న వ్యక్తికి బ్యాంకులు పోటీపడి రుణాలు ఎందుకిచ్చాయన్నది సుప్రీంకోర్టు ప్రశ్న.", negative
positive,"మానవీయ విలువలు, సున్నితత్వం ఉన్న మహిళల ప్రాతినిధ్యం పెరగడంవల్ల రాజకీయాల స్వభావంలో ఎంతో మార్పు వస్తుంది.", negative
negative,యుద్ధ సమయంలో సంభవించే సైనిక నష్టం కన్నా అధికంగా జమ్మూ కాశ్మీర్ సరిహద్దుల్లో మనకు ఎదురు అవుతుండటం భరించలేని విషయం., negative
negative,"ఈ కారణంగానే బ్రెజిల్లో మొదలై, లాటిన అమెరికా మీదుగా ఇటీవలే అమెరికాలోనూ ఈ వ్యాధి ప్రవేశించినా తీవ్రత లెక్కకు చిక్కడం లేదు.", negative
positive,కశ్మీర్లో పోరాటవాద సంస్థల ఐక్యవేదిక హురియత అధ్యక్షులు మిర్వాయిజ్ ఉమర్ ఫరూఖ్ కూడా ఇదే అభిప్రాయాన్ని వ్యక్తం చేశారు., negative
positive,"కల్యాణ లక్ష్మి లక్ష్యం 200 ఉండగా,వెంటనే పూర్తి చేసేందుకు అధికారులు చొరువ చూపాలని చెప్పారు.", negative
positive,వచ్చేడాది నుంచి రైతులకు 24గంటల విద్యుత్ను ఇచ్చేందుకు చర్యలు తీసుకుంటుందన్నారు., negative
neutral,ఈ దుస్థితిని దాచిపెట్టడానికి ఇస్లామిక్ స్టేట్ ఇటువంటి మారణకాండలతో మరింత దుర్మార్గంగా వ్యవహరించే అవకాశాలు లేకపోలేదు., negative
negative,"ఒక పక్క పారిశ్రామికీకరణ,మరో పక్క రియల్ వ్యాపారం కారణంగా రంగారెడ్డి,మెదక్,కరీంనగర్ వంటి జిల్లాల్లో సాగుకు అనువైన భూములు వ్యవసాయేతర అవసరాలకు వినియోగిస్తున్నారు.", negative
neutral,కాంగ్రెస్ పార్టీ ప్రియాంక గాంధీని రంగంలో దించితే ఆ పార్టీకి ఆ సమస్య తీరుతుంది కానీ బిజెపికి మాత్రం ఆ సమస్య అలానే ఉంటుంది., negative
negative,"విశ్వనగరాలు, స్మార్ట్సిటీలు, బుల్లెట్రైళ్ళ బంగారులోకంలో విహరిస్తున్న మనకు దారిద్ర్యాన్ని, వైఫల్యాలను తెలియచెప్పే లెక్కలు సహజంగానే ఆసక్తి కలిగించవు.", negative
negative,అదే జరిగితే ప్రభుత్వం పరువు పోతుంది., negative
negative,ఎనిమిది నెలల పాటు ఐటీడీఏకు రెగ్యులర్ పీవో లేకపోవడంతో పాలన స్తంభించింది., negative
neutral,బంగారు దుకాణంలో విస్తృతంగా తనిఖీలు జరిపారు., negative
negative,"అమెరికాలో నల్లజాతివారి ఉద్యమాలను ప్రస్తావిస్తూ, నేను శాంతిభద్రతల మనిషిని అంటూ చేసిన హెచ్చరిక అధ్యక్షుడైన పక్షంలో ఆయన వ్యవహారించబోయే తీరును తెలియచెబుతుంది.", negative
negative,ఇది మన వ్యవస్థల దౌర్భల్యానికి ప్రతీకగా నిలుస్తుంది., negative
positive,తీపి తప్ప తమ పచ్చడిలో చేదు సహించేది లేదంటున్నారు., negative
positive,ఊరూరా స్వచ్ఛందంగా పార్టీలోకి ప్రజలు, positive
neutral,కేసినో అధినేత., negative
neutral,పాకిస్తాన్ చేస్తున్న ఈ చర్యలకు ఏవైపు నుంచి కూడా మద్దతు రాకపోయినా వారు మాత్రం తమ వంతు ప్రయత్నాలను చేస్తూనే ఉన్నారు., negative
neutral,సినిమాలకు జాతీయ పురస్కారాలు దక్కడం 1953 చిత్రాల నుంచి మొదలైంది., negative
neutral,అందుకే కాశ్మీర్ కల్లోలాన్ని నిలిపివేసేందుకు కఠిన చర్యలు తీసుకోవాల్సిన సమయం ఆసన్నమైంది., negative
positive,సంయుక్త సైనిక విన్యాసాలు జోరు పెరగబోతున్నది., negative
negative,రమేశ్ రాథోడ్కు ప్రధాన అనుచరుడైన ఈయన టీఆరెస్లో చేరడంతో టీడీపీకి పెద్ద దెబ్బేతగిలింది., negative
neutral,"నామినేషన్ స్వీకరిస్తూ చేసిన ప్రసంగం కూడా ఎంతటి తప్పుల, తంపుల మారిదో మీడియా వివరించి చెబుతున్నది.", negative
neutral,ఆదర్శనగర్లో పలువురికి సభ్యత్వాలు అందజేశారు., negative
negative,"ఈ ఆశలు ఎంతవరకు నెరవేరుతున్నాయో, తరచి చూసుకోవలసిన సందర్భం కూడా ఇదే. తీవ్రమయిన దుర్భిక్షం, రాజ్యహింస, గ్రామీణ సంక్షోభాల నడుమ- వాటన్నిటికి నిష్కృతిగానో లేదా కనీసం ఉపశమనంగానో- తెలంగాణ ఉద్యమం తలెత్తింది.", negative
neutral,ఈ చర్యకు సంతోషించిన అమెరికా అధ్యక్షుడు టర్కీని బలంగా వెనకేసుకొచ్చారు., negative
positive,ఈ మగదోమలు ఆడదోమలతో సంయోగం జరిపితే పుట్టే సంతానం శైశవ దశలోనే మరణించడంతో వైర్సల వ్యాప్తి విశేషంగా తగ్గిపోయిందని ఆ సంస్థ ప్రకటించింది., negative
positive,"దానితోపాటు, స్వలింగ సంపర్క బృందాలు తమ అస్తిత్వాన్ని ధైర్యంగా వ్యక్తం చేస్తూ, హక్కుల కోసం ఉద్యమాలు చేసుకోగలిగారు.", negative
negative,ఒకరకంగా అక్కడ బంద్ వాతావరణం నెలకొంది., negative
positive,ఒకే పన్ను విధానం ఉండటం వల్ల పలు రకాల సంస్థలతో సంబంధం లేకుండా వ్యాపారులు సులభంగా పన్ను చెల్లించేందుకు ఉత్సాహం చూపుతారు., negative
neutral,ఫిలిప్పీన్స మొత్తం జనాభాలో ముస్లింలు 5.1 శాతం. వీరు దాదాపుగా సున్నీశాఖకు చెందినవారు., negative
neutral,ఆయన తండ్రి అబ్దుల్ కరీం నాయక్ కొంకణ్లోని రత్నగిరికి చెందినవాడు కాగా ముంబైలో స్థిరపడ్డాడు., negative
neutral,వేగవంతం చేస్తేనే ఫలాలుమరో 40 రోజులతో ఆర్థిక సంవత్సరం ముగియనుంది., negative
positive,"జిల్లాల్లో గురువారం పర్యటించిన ఆమె ముందుగా, సీసీసీ నస్పూర్లో తెలంగాణ తల్లి విగ్రహానికి నివాళులర్పించారు.", negative
negative,సరిహద్దు సమీప ప్రాంతాల్లో రెండు రోజుల పాటు ఇటీవల పర్యటించిన సయీద్ కనీసం 10 జిల్లాల్లో రెట్టగొట్టే ప్రసంగాలు చేశారని సమాచారం., negative
positive,కాంగ్రెస్ హయాంలో తన భాగస్వామ్య పక్షాలను మెప్పించడం కోసం ఎక్కువ మంది మంత్రుల్ని తీసుకున్నారు., negative
positive,ఈ సమావేశాల్లో 16 బిల్లులు ప్రవేశపెట్టి ప్రభుత్వం పరీక్షకు సిద్ధపడుతున్నది., negative
neutral,"ఇవన్నీ జరుగుతాయని కాదు కానీ కేంద్ర మంత్రివర్గ విస్తరణ చూస్తే ఉత్తరప్రదేశ్ అసెంబ్లీ ఎన్నికలు తనకు, అమిత్షాకు ఎంత కీలకమైనవో మోడీ చెప్పకనే చెప్పారు.", negative
positive,నేడు మహాశివరాత్రి-ఆలయాలు ముస్తాబుమహాశివరాత్రి ఉత్సవాలకు జిల్లాలోని శైవక్షేత్రాలు సర్వాంగసుందరంగా ముస్తాబయ్యాయి., negative
negative,గణతంత్రదినోత్సవం నాడు శని శింగనాపూర్లో ఈ ‘భూమాత బ్రిగేడ్’ ఇదే విధమైన విఫలయత్నం చేసింది., negative
positive,"తీవ్ర నీటి ఎద్దడితో, చండ ప్రచండ ఎండతో ఇబ్బందులు పడుతున్న ప్రజలకు ఈ వార్త ఎంతో ఊరట కలిగించింది.", positive
positive,2జి స్ప్రెక్టం కేటాయింపుల కుంభకోణం కేసును దర్యాప్తు చేస్తున్న బృందంలో సిన్హా తరువాత అత్యంత సీనియర్ అయిన అధికారికి ఈ కేసు దర్యాప్తు బాధ్యతలను అప్పగిస్తున్నట్లు సుప్రీం కోర్టు అసాధారణ స్థాయిలో జారీ చేసిన తన ఆదేశాల్లో పేర్కొంది., negative
positive,"విమర్శలు నామమాత్రమై, వ్యతిరేకతలన్నీ అడ్డుతప్పుకొని, స్పీకర్ పాల్ర్యాన్ చెప్పిన అంతరాత్మ ప్రభోదాన్ని ఎవరికి తోచినట్టుగా వారు అర్థంచేసుకొని, విందు వినోదాల మధ్య చివరకు ట్రంప్కు నామినేషన్ కట్టబెట్టేశారు.", negative
positive,"చివరకు, 2015 నవంబర్ 21న తాను బరిలోకి దిగుతున్నట్టు ప్రకటించాడు.", negative
negative,"రెండేళ్లు గడిచినా ఫలానా ప్రాజెక్టు పూర్తయిందనిగానీ, ఫలానా పరిశ్రమ వచ్చిందనిగానీ చెప్పలేని పరిస్థితి!", negative
positive,"ఇంతకుముందు ఆర్థిక బిల్లుపై ఓటింగ్ కోసం మెజారిటీ సభ్యులు చేసిన డిమాండ్ను కాదని మూజువాణీ వోటుతో బిల్లును గట్టెక్కించిన స్పీకర్, ఇప్పుడు తిరుగుబాటు ఎమ్మెల్యేలు తొమ్మిది మందినీ ముందురోజున సస్పెండ్ చేయడం ద్వారా మర్నాడు సభలో రావత మెజారిటీకి ఢోకాలేకుండా మార్గం సుగమం చేశారు.", negative
neutral,అక్కడి అధికార సమాజ్వాదీ పార్టీ మళ్లీ గెలుపు కోసం తహతహలాడుతున్నది., negative
negative,"90వేలమంది భద్రతాసిబ్బందితో, దేశంలోని పది ప్రాంతాల్లో యూరో ఫుట్బాల్ టోర్నమెంట్ను ఏవిధమైన ఉగ్రదాడీ లేకుండా విజయవంతంగా నిర్వహించగలిగిన ఫ్రాన్స్, దాడి విధానంలో మార్పు కారణంగా ఇప్పుడు సముద్రతీర నగరంలో ఈ బీభత్సాన్ని చవిచూసింది.", negative
positive,"పోలీసు కంట్రోల్రూం, టోల్ఫ్రీ నంబర్ సౌకర్యం కల్పిస్తామన్నారు.", negative
neutral,సమాచార సాంకేతిక రంగం అభివృద్ధి సమాజంలో విప్లవాత్మక మార్పులు తీసుకువచ్చింది., negative
positive,"ఎన్నికలు జరగబోతున్న ఉత్తరాఖండ్, రెండేళ్ళక్రితం ఎన్నికల్లో మెజారిటీ కట్టబెట్టిన రాజస్థాన్, దక్షిణాదిలో కాస్తంత బలమున్న కర్ణాటకల నుంచి కూడా దళితులకు మంత్రివర్గంలో చోటుదక్కడం బీజేపీ రాజకీయ వ్యూహాన్ని తెలియచెబుతున్నది.", negative
neutral,అడ్డుపడుతున్న మరికొన్ని దేశాలను దారికి తెచ్చేలోగా చైనా కూడా సరేనంటూ తలూపింది., negative
positive,ఏపీ విషయానికి వస్తే లోటుబడ్జెట్ ఉన్నప్పటికీ తెలంగాణలో ఇచ్చారు కనుక ఏపీ ఉద్యోగులు చిన్నబుచ్చుకోరాదన్న భావనతో అక్కడి ముఖ్యమంత్రి చంద్రబాబునాయుడు కూడా 43 శాతం ఫిట్మెంట్ ఇచ్చారు., negative
positive,అలాంటి పనులు ఫిలిప్పీన్స కొత్త అధ్యక్షుడు రోడ్రిగ్ రోడీ దుతర్తే మాత్రమే చేయగలడు., negative
neutral,ప్రవాస భారతీయుడైన సుబ్రమణియన్ అమెరికా కాంగ్రెస్ కమిటీ ముందు వాంగ్మూలమిచ్చింది అమెరికా పౌరుడిగానా లేక భారతీయ పౌరుడిగానా అని కూడా స్వామి తన వరస ట్వీట్లలో వ్యాఖ్యానించారు., negative
positive,హోం సెక్రటరీగా గత ఆరేళ్ళలో పలు సందర్భాల్లో వచ్చారామె., negative
neutral,అయితే నదీజలాల కాలుష్యం మరింత పెరిగిందే తప్ప అదుపుకాలేదు., negative
neutral,ఈ వాస్తవ పరిస్థితి నుంచి బయటపడేందుకు ఇప్పటికే చాలా ప్రయత్నాలు జరిగాయి., negative
neutral,ఆ తర్వాత 2 నెలల పాటు హైదరాబాద్ గ్రేహౌండ్స్లో పనిచేసిన ప్రవీణ్ కుమార్ ఆదిలాబాద్ ఓఎస్డీగా బదిలీపై వచ్చారు., negative
neutral,అక్కడ ఈ నాలుగు పార్టీల మధ్య ఎన్నికల పొత్తు కుదిరే అవకాశమే లేదు., negative
negative,అయితే కాంగ్రెస్ ఆమోదం పొందవలసి రావడంతో క్యూబాపై ఆర్థిక ఆంక్షలు ఇప్పటికీ కొనసాగుతూనే ఉన్నాయి., negative
negative,దాంతో నిత్యావసరాల కొరతతో క్యూబా ప్రజలు తీవ్ర కష్టనష్టాలకు గురయ్యారు., negative
positive,"దవావో పట్టణంలో ముస్లింలకు, స్థానిక లుమిడ్ తెగవారికి జనాభా నిష్పత్తిన కౌన్సెల్లో ప్రాతినిథ్యం కల్పించి, డిప్యూటీ మేయర్ పదవులు ఇచ్చాడు.", negative
